,Klebsiella pneumoniae 1162281 1037908.3,Klebsiella pneumoniae KCTC 2242 1049565.4,Klebsiella pneumoniae 1191100241 1074486.3,Klebsiella pneumoniae subsp. pneumoniae KPNIH1 1087440.3,Klebsiella pneumoniae subsp. pneumoniae KPNIH2 1087441.3,Klebsiella pneumoniae subsp. pneumoniae KPNIH4 1087443.3,Klebsiella pneumoniae subsp. pneumoniae KPNIH5 1087444.3,Klebsiella pneumoniae subsp. pneumoniae KPNIH6 1087445.3,Klebsiella pneumoniae subsp. pneumoniae KPNIH7 1094167.3,Klebsiella pneumoniae subsp. pneumoniae KPNIH8 1094168.3,Klebsiella pneumoniae subsp. pneumoniae KPNIH9 1094169.3,Klebsiella pneumoniae subsp. pneumoniae KPNIH10 1094170.3,Klebsiella pneumoniae subsp. pneumoniae KPNIH11 1094171.3,Klebsiella pneumoniae subsp. pneumoniae HS11286 1125630.4,Klebsiella pneumoniae subsp. pneumoniae KPNIH12 1128946.3,Klebsiella pneumoniae subsp. pneumoniae KPNIH14 1128948.3,Klebsiella pneumoniae subsp. pneumoniae KPNIH16 1128950.3,Klebsiella pneumoniae subsp. pneumoniae KPNIH17 1128951.3,Klebsiella pneumoniae subsp. pneumoniae KPNIH18 1128952.3,Klebsiella pneumoniae subsp. pneumoniae KPNIH19 1128953.3,Klebsiella pneumoniae subsp. pneumoniae KPNIH20 1128954.3,Klebsiella pneumoniae subsp. pneumoniae DSM 30104 1162296.3,Klebsiella pneumoniae subsp. pneumoniae KPNIH21 1168062.3,Klebsiella pneumoniae subsp. pneumoniae KPNIH22 1168063.3,Klebsiella pneumoniae subsp. pneumoniae KPNIH23 1168064.3,Klebsiella pneumoniae subsp. pneumoniae LZ 1177153.3,Klebsiella pneumoniae subsp. pneumoniae ST512-K30BO 1185418.3,Klebsiella pneumoniae subsp. pneumoniae ST258-K26BO 1185419.3,Klebsiella pneumoniae subsp. pneumoniae ST258-K28BO 1185420.3,Klebsiella pneumoniae subsp. pneumoniae 1084 1193292.6,Klebsiella pneumoniae subsp. pneumoniae WGLW1 1203544.3,Klebsiella pneumoniae subsp. pneumoniae WGLW2 1203545.3,Klebsiella pneumoniae subsp. pneumoniae WGLW5 1203547.3,Klebsiella pneumoniae subsp. pneumoniae ST258-490 1212766.3,Klebsiella pneumoniae subsp. pneumoniae KpQ3 1226115.3,Klebsiella pneumoniae subsp. pneumoniae Ecl8 1226680.3,Klebsiella pneumoniae ATCC BAA-2146 1263871.3,Klebsiella pneumoniae hvKP1 1267897.3,Klebsiella pneumoniae ATCC BAA-1705 1276652.3,Klebsiella pneumoniae 700603 1276653.3,Klebsiella pneumoniae PR04 1279040.3,Klebsiella pneumoniae UHKPC40 1284787.3,Klebsiella pneumoniae UHKPC23 1284788.3,Klebsiella pneumoniae UHKPC05 1284790.3,Klebsiella pneumoniae DMC0526 1284796.3,Klebsiella pneumoniae UHKPC48 1284801.3,Klebsiella pneumoniae UHKPC09 1284810.3,Klebsiella pneumoniae UHKPC01 1284811.3,Klebsiella pneumoniae UHKPC81 1284812.3,Klebsiella pneumoniae UHKPC27 1284813.3,Klebsiella pneumoniae UHKPC 52 1284814.3,Klebsiella pneumoniae UHKPC24 1284815.3,Klebsiella pneumoniae UHKPC26 1284816.3,Klebsiella pneumoniae UHKPC57 1284817.3,Klebsiella pneumoniae UHKPC45 1284819.3,Klebsiella pneumoniae UHKPC22 1284820.3,Klebsiella pneumoniae UHKPC29 1284821.3,Klebsiella pneumoniae UHKPC32 1284822.3,Klebsiella pneumoniae UHKPC04 1284823.3,Klebsiella pneumoniae VAKPC252 1284824.3,Klebsiella pneumoniae VAKPC254 1284825.3,Klebsiella pneumoniae VAKPC269 1284826.3,Klebsiella pneumoniae VAKPC278 1284827.3,Klebsiella pneumoniae VAKPC280 1284828.3,Klebsiella pneumoniae VAKPC270 1284829.3,Klebsiella pneumoniae VAKPC276 1284830.3,Klebsiella pneumoniae VAKPC297 1284831.3,Klebsiella pneumoniae VAKPC309 1284832.3,Klebsiella pneumoniae KP-11 1284834.3,Klebsiella pneumoniae HSL4 1294269.3,Klebsiella pneumoniae 361_1301 1304920.3,Klebsiella pneumoniae 500_1420 1304922.3,Klebsiella pneumoniae 540_1460 1304923.3,Klebsiella pneumoniae 646_1568 1304924.3,Klebsiella pneumoniae subsp. pneumoniae 12-3578 1306950.3,Klebsiella pneumoniae ATCC 25955 1316938.3,Klebsiella pneumoniae G5-2 1316939.3,Klebsiella pneumoniae MGH 78578 272620.3,Klebsiella pneumoniae subsp. pneumoniae MGH 78578 272620.9,Klebsiella pneumoniae NTUH-K2044 484021.4,Klebsiella pneumoniae 342 507522.6,Klebsiella pneumoniae subsp. rhinoscleromatis ATCC 13884 667127.3
KPN_00983,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.42,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.42,100,100,100,100,100,99.42,100
KPN_04376,99.84,99.52,99.52,99.68,99.68,99.68,99.68,99.68,99.68,99.68,99.68,99.68,99.68,99.68,99.68,99.68,99.68,99.68,99.68,99.68,99.68,100,99.68,99.68,99.68,99.37,99.68,99.68,99.68,99.68,99.21,99.84,99.84,99.68,99.84,99.52,99.68,99.68,99.68,96.35,100,99.68,99.68,99.68,99.68,99.68,99.68,99.68,99.52,99.68,99.68,99.68,99.68,99.84,99.68,99.68,99.68,99.68,99.68,99.68,99.68,99.68,99.68,99.68,99.68,99.68,99.68,99.68,99.84,100,99.68,99.68,99.68,99.68,96.35,99.84,99.84,100,100,99.68,98.26,99.68
KPN_01476,97.05,95.99,96.84,96.84,96.84,96.84,96.84,96.84,96.84,96.84,96.84,96.84,96.84,96.84,96.84,96.84,96.84,96.84,96.84,96.84,96.84,97.47,96.84,96.84,96.84,97.05,96.84,96.84,96.84,96.84,97.47,96.84,97.47,96.84,96.84,95.99,96.84,96.62,96.84,91.35,96.62,96.84,96.84,96.84,96.84,96.84,96.84,96.84,97.05,96.84,96.84,96.84,96.84,96.84,96.84,96.84,96.84,96.84,96.84,96.84,96.84,96.84,96.84,96.84,96.84,96.84,96.84,96.84,97.47,98.94,96.84,96.84,96.84,96.84,91.35,97.05,97.05,100,100,96.84,96.19,97.04
KPN_02542,98.77,99.38,99.38,99.59,99.59,99.59,99.59,99.59,99.59,99.59,99.59,99.59,99.59,98.97,,99.59,99.59,99.59,99.59,99.59,99.59,99.18,99.59,99.59,,98.97,,93.62,99.77,98.36,99.59,98.97,98.97,99.59,99.59,99.38,99.38,98.77,99.59,96.3,98.77,99.59,99.59,99.59,99.59,99.59,99.59,99.59,99.38,99.59,99.59,99.59,99.59,99.18,99.59,99.59,99.59,99.59,99.59,99.59,99.59,99.59,99.59,99.59,99.59,99.59,99.59,99.59,99.38,98.77,99.59,99.59,99.59,99.59,96.71,99.38,99.38,100,100,98.56,97.33,99.18
KPN_01524,100,100,99.78,99.78,99.78,99.78,99.78,99.78,99.78,99.78,99.78,99.78,99.78,99.61,99.78,99.78,99.78,99.78,99.78,99.78,99.78,99.78,99.78,99.78,99.78,99.35,99.78,99.78,99.78,99.78,99.78,99.78,100,99.78,100,100,99.78,100,99.78,98.26,99.35,99.78,99.78,99.78,99.78,99.78,99.78,99.78,99.78,99.78,99.78,99.78,99.78,99.78,99.78,99.78,99.78,99.78,99.78,99.78,99.78,99.78,99.78,99.78,99.78,99.78,99.78,99.78,99.78,100,99.78,99.78,99.78,99.78,98.26,100,100,100,100,99.78,97.61,99.57
KPN_03608,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.47,100,100,100,100,100,100,100,96.81,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.46,100,100,100,100,96.81,100,100,100,100,100,96.81,100
KPN_02698,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.56,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.56,100,100,100,100,100,99.56,99.56
KPN_04526,96.49,96.49,95.99,96.32,96.32,96.32,96.32,96.32,96.32,96.32,96.32,96.32,96.32,96.32,96.32,96.32,96.32,96.32,96.32,96.32,96.32,99.83,96.32,96.32,96.32,96.66,98.31,95.78,96.32,96.15,96.32,96.15,96.66,96.32,96.32,96.49,96.32,96.66,96.32,94.82,95.83,96.32,96.32,96.32,96.32,96.32,96.32,96.32,95.99,96.32,96.32,96.32,96.32,96.49,96.32,96.32,96.32,96.32,96.32,96.32,96.32,96.32,96.32,96.32,96.32,96.32,96.32,96.32,96.32,96.49,96.32,96.32,96.32,96.32,94.65,96.32,96.32,100,100,96.15,96.66,95.95
KPN_03119,99.66,99.83,99.73,99.83,99.83,97.53,99.83,99.83,99.83,99.83,99.83,99.83,99.83,99.83,99.81,99.83,99.83,99.83,99.83,99.83,99.83,99.66,99.83,99.83,99.83,99.83,99.83,99.83,99.83,99.83,99.66,99.66,99.83,99.83,99.83,99.83,99.83,99.66,99.83,97.97,99.49,99.83,99.83,99.83,99.83,99.83,99.83,99.83,99.83,99.83,99.83,99.83,99.83,99.66,99.83,99.83,99.83,99.83,99.83,99.83,99.83,99.83,99.83,99.83,99.83,99.83,99.83,99.83,99.83,99.49,99.83,99.83,99.83,99.83,97.97,99.66,99.66,100,99.83,99.83,97.63,99.49
KPN_02551,98.83,98.83,94.74,99.22,99.22,99.22,99.22,99.22,99.22,99.22,99.22,99.22,99.22,98.83,99.22,99.22,99.22,99.22,99.22,99.22,99.22,100,99.22,99.22,99.22,99.22,,98.11,99.22,99.61,99.22,99.22,99.22,99.22,99.22,98.83,99.22,98.83,99.22,96.89,99.61,99.22,99.22,99.22,99.22,99.22,99.22,99.22,99.61,99.22,99.22,99.22,99.22,99.22,99.22,99.22,99.22,99.22,99.22,99.22,99.22,99.22,99.22,99.22,99.22,99.22,99.22,99.22,99.22,96.23,99.22,99.22,99.22,99.22,96.89,99.22,99.22,100,100,100,99.61,99.22
KPN_02719,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.72,100,100,100,100,100,100,100,100,100,99.72,100,100,100,100,100,100,100,98.89,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.72,100,100,100,100,99.17,100,100,100,100,100,99.45,99.4
KPN_02662,99.64,99.64,99.46,99.46,99.46,99.46,99.46,99.46,99.46,99.46,99.46,99.46,99.46,99.46,99.46,99.46,99.46,99.46,99.46,99.46,99.46,98.74,99.46,99.46,99.46,99.64,,97.52,99.46,99.64,99.1,99.46,99.1,99.46,99.46,99.64,99.46,99.64,99.46,96.76,99.46,99.46,99.46,99.46,99.46,99.46,99.46,99.46,99.64,99.46,99.46,99.46,99.46,99.64,99.46,99.46,99.46,99.46,99.46,99.46,99.46,99.46,99.46,99.46,99.46,99.46,99.46,99.46,99.28,98.45,99.46,99.46,99.46,99.46,96.4,99.46,99.46,100,100,99.64,98.02,97.66
KPN_04553,99.66,99.66,99.5,99.33,99.33,99.33,99.33,99.33,99.33,99.33,99.33,99.33,99.33,99.33,99.33,99.33,99.33,99.33,99.33,99.33,99.33,99.66,99.33,99.33,99.33,99.33,99.33,99.33,99.33,99.5,99.66,99.66,99.16,99.33,99.66,99.66,99.33,99.66,99.33,98.99,99.66,99.33,99.33,99.33,99.33,99.33,99.33,99.33,99.66,99.33,99.33,99.33,99.33,99.66,99.33,99.33,99.33,99.33,99.33,99.33,99.33,99.33,99.33,99.33,99.33,99.33,99.33,99.33,99.5,99.7,99.33,99.33,99.33,99.33,98.66,99.66,99.66,100,100,99.35,98.53,99.58
KPN_00323,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.73,99.73,100,100,100,100,100,99.73,100,99.73,100,100,100,100,100,100,100,100,99.73,100,100,100,100,99.73,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.73,95.28,100,100,100,100,100,100,100,100,100,100,99.73,100
KPN_00458,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.77,100,100,100,100,100,100,100,100,100,100,100,100,100,99.31,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,97.7,100,100,100,100,99.31,100,100,100,100,100,99.08,100
KPN_03949,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.75,100,,,100,100,100,99.75,100,100,100,100,99.75,100,98.73,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,98.73,100,100,100,100,100,99.49,99.75
KPN_03822,99.73,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.73,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.73,100,100,100,100,100,100,100,100,100,100,100,99.73
KPN_02647,99.63,99.63,99.63,99.63,99.63,99.63,99.63,99.63,99.63,99.63,99.63,99.63,99.63,99.63,99.63,99.63,99.63,99.63,99.63,99.63,99.63,99.44,99.63,99.63,99.63,99.63,99.63,99.63,99.63,99.81,99.63,99.44,99.63,99.63,99.63,99.63,99.63,99.81,99.63,96.3,99.63,99.63,99.63,99.63,99.63,99.63,99.63,99.63,99.63,99.63,99.63,99.63,99.63,99.63,99.63,99.63,99.63,99.63,99.63,99.63,99.63,99.63,99.63,99.63,99.63,99.63,99.63,99.63,97.22,99.59,99.63,99.63,99.63,99.63,96.3,99.81,99.81,100,100,99.81,97.59,98.52
KPN_01664,,99.13,,99.35,99.35,99.35,99.35,99.35,99.35,99.35,99.35,99.35,99.35,99.35,99.35,99.35,99.35,99.35,99.35,99.35,99.35,99.35,99.35,99.35,99.35,100,99.35,99.35,99.35,99.56,100,99.35,99.56,99.35,99.56,99.13,99.35,99.35,99.35,97.6,99.35,99.35,99.35,99.35,99.35,99.35,99.35,99.35,99.56,99.35,99.35,99.35,99.35,99.35,99.35,99.35,99.35,99.35,99.35,99.35,99.35,99.35,99.35,99.35,99.13,99.13,99.35,99.13,99.13,100,99.35,99.35,99.35,99.35,98.26,99.5,99.5,100,100,99.56,98.72,99.12
KPN_02882,99.85,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.92,100,100,100,99.92,100,100,100,99.85,99.92,100,100,100,100,100,100,100,100,98.84,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.92,100,100,100,100,100,99.15,100,100,100,100,99.85,99.23,99.69
KPN_03040,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,98.46,100
KPN_02920,99.74,99.74,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.74,100,100,100,100,100,100,100,100,100,98.7,100,100,100,100,100,100,100,100,99.74,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.36,100,100,100,100,98.7,99.74,99.74,100,100,99.74,99.48,99.74
KPN_02641,100,99.59,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.59,100,99.59,100,97.93,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,97.93,100,100,100,100,100,99.17,100
KPN_01032,99.77,99.55,99.55,99.55,99.55,99.55,99.55,99.55,99.55,99.55,99.55,99.55,99.55,99.55,99.55,99.55,99.55,99.55,99.55,99.55,99.55,99.55,99.55,99.55,99.55,99.32,99.55,99.47,99.55,99.32,99.55,99.55,99.55,99.55,99.55,99.55,99.55,99.77,99.55,99.32,,99.55,99.55,99.55,99.55,99.55,99.55,99.55,99.77,99.55,99.55,99.55,99.55,99.77,99.55,99.55,99.55,99.55,99.55,99.55,99.55,99.55,99.55,99.55,99.55,99.55,99.55,99.55,99.77,99.44,99.55,99.55,99.55,99.55,99.32,99.55,99.55,100,100,99.55,99.32,99.32
KPN_02197,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.31,100,100,100,100,100,100,100,100,100,100,100,100,99.82,100,100,100,100,100,100,99.26,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,96.7,100,100,100,100,99.26,100,100,100,100,100,99.08,99.82
KPN_01761,98.09,98.09,98.57,97.85,97.85,97.85,97.85,97.85,97.85,97.85,97.85,97.85,97.85,98.57,97.85,97.85,97.85,97.85,97.85,97.85,97.85,98.57,97.85,97.85,97.85,98.57,,93.65,93.99,97.85,98.57,98.81,98.57,97.85,98.81,98.09,98.57,98.57,97.85,96.9,98.1,97.85,97.85,97.85,97.85,97.85,97.85,97.85,98.81,97.85,97.85,97.85,97.85,98.81,97.85,97.85,97.85,97.85,97.85,97.85,97.85,97.85,97.85,97.85,97.85,97.85,97.85,97.85,98.81,98.57,97.85,97.85,97.85,97.85,96.66,98.57,98.57,100,100,97.85,97.85,95.87
KPN_00038,,100,99.67,99.67,99.67,99.67,99.67,99.67,99.67,99.67,99.67,99.67,99.67,99.67,99.67,99.67,99.67,99.67,99.67,99.67,99.67,100,99.67,99.67,99.67,,99.67,99.67,100,,,,,99.67,,100,99.67,,99.67,96.09,100,99.67,99.67,99.67,99.67,99.67,99.67,99.67,100,99.67,99.67,99.67,99.67,,99.67,99.67,99.67,99.67,99.67,99.67,99.67,99.67,99.67,99.67,99.67,99.67,99.67,99.67,100,,99.67,99.67,99.67,99.67,95.36,100,100,100,100,,98.34,
KPN_02547,99.25,98.88,99.44,99.63,99.63,99.63,99.63,99.63,99.63,99.63,99.63,99.63,99.63,99.25,99.63,99.63,99.63,99.63,99.63,99.63,99.63,99.81,99.63,99.63,99.63,99.25,99.63,,99.63,99.07,99.07,99.07,99.07,99.63,99.44,98.88,99.07,99.25,99.63,94.95,98.88,99.63,99.63,99.63,99.63,99.63,99.63,99.63,99.25,99.63,99.63,99.63,99.63,99.25,99.63,99.63,99.63,99.63,99.63,99.63,99.63,99.63,99.63,99.63,99.63,99.63,99.63,99.63,99.07,98.83,99.63,99.63,99.63,99.63,94.77,99.44,99.44,100,100,99.07,,99.07
KPN_03543,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,100,100,100,100,,,,100,99.65,,100,,100,98.94,,100,100,100,100,100,100,100,,100,100,100,100,,100,100,100,100,100,100,99.65,100,100,100,100,100,100,100,99.3,,100,100,100,100,98.94,,,100,100,100,,
KPN_03397,99.86,98.74,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.58,100,100,100,100,100,99.86,100,99.72,99.44,99.58,99.44,100,100,98.74,100,99.58,100,98.46,99.58,100,100,100,100,100,100,100,99.86,100,100,100,100,99.72,100,100,100,100,99.86,100,100,100,100,100,100,100,100,100,99.44,95.65,100,100,100,100,98.6,99.86,99.86,100,100,99.72,98.74,99.72
KPN_03006,99.72,99.72,99.86,99.86,99.86,99.86,99.86,99.86,99.86,99.86,99.86,99.86,99.86,99.86,99.86,99.86,99.86,99.86,99.86,99.86,99.86,99.58,99.86,99.86,99.86,99.58,99.86,99.86,99.86,99.86,99.72,99.86,99.58,99.86,99.86,99.72,99.86,99.86,99.86,97.62,99.72,99.86,99.86,99.86,99.86,99.86,99.86,99.86,100,99.86,99.86,99.86,99.86,99.86,99.86,99.86,99.86,99.86,99.86,99.86,99.86,99.86,99.86,99.86,99.86,99.86,99.86,99.86,99.72,99.72,99.86,99.86,99.86,99.86,97.9,99.86,99.86,100,100,99.86,95.93,99.72
KPN_02489,,,,98.99,98.99,98.99,98.99,98.99,98.99,98.99,98.99,98.99,98.99,100,98.99,98.99,98.99,98.99,98.99,98.99,98.99,,98.99,98.99,98.99,89.53,98.99,98.99,98.99,,100,,,98.99,99.66,,,,98.99,98.99,,98.99,,,98.99,98.99,,,,,,,,,98.99,98.99,,98.99,,98.99,98.99,,,,,,98.99,,,,,,98.99,,,,,100,100,,,
KPN_03787,100,100,99.87,100,100,,,100,,,100,,100,100,,100,100,100,,,100,99.61,,,,,100,100,100,,,,,100,,100,100,,,,,,,,,,,,100,,,,100,,100,,100,,100,,100,,,,,100,,,,100,,,100,,,,100,100,99.87,,,
KPN_04081,99.1,99.55,99.77,98.87,98.87,98.87,98.87,98.87,98.87,98.87,98.87,98.87,98.87,98.87,98.87,98.87,98.87,98.87,98.87,99.05,98.87,98.64,98.87,98.87,98.87,99.09,,,98.87,99.09,99.55,98.87,99.77,98.87,99.1,99.55,98.87,99.32,98.87,97.29,99.32,98.87,98.87,98.87,98.87,98.87,98.87,98.87,99.32,98.87,98.87,98.87,98.87,98.87,98.87,98.87,98.87,98.87,98.87,98.87,98.87,98.87,98.87,98.87,98.87,98.87,98.87,98.87,98.42,98.64,98.87,98.87,98.87,98.87,97.74,99.1,99.1,100,100,99.09,97.74,99.1
KPN_04320,99.03,99.51,99.51,99.51,99.51,99.51,99.51,99.51,99.51,99.51,99.51,99.51,99.51,99.51,99.51,99.51,99.51,99.51,99.51,99.51,99.51,99.51,99.51,99.51,99.51,99.51,99.51,99.51,99.51,100,99.51,100,99.51,99.51,99.51,99.51,99.03,99.51,99.51,99.51,99.51,99.51,99.51,99.51,99.51,99.51,99.51,99.51,99.51,99.51,99.51,99.51,99.51,100,99.51,99.51,99.51,99.51,99.51,99.51,99.51,99.51,99.51,99.51,99.51,99.51,99.51,99.51,100,99.51,99.51,99.51,99.51,99.51,99.51,99.51,99.51,100,100,100,99.03,99.51
KPN_04321,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.7,100,100,100,100,100,100,100,100,100,100,100,100,100,98.79,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,98.79,100,100,100,100,100,98.79,99.7
KPN_04838,99.55,99.77,99.77,99.77,99.77,99.77,99.77,99.77,99.77,99.77,99.77,99.77,99.77,99.77,99.77,99.77,99.77,99.77,99.77,99.77,99.77,99.77,99.77,99.77,99.77,99.77,99.77,99.77,99.77,99.77,99.77,99.55,99.77,99.77,98.86,99.77,99.77,99.77,99.77,98.86,99.32,99.77,99.77,99.77,99.77,99.77,99.77,99.77,99.32,99.77,99.77,99.77,99.77,99.55,99.77,99.77,99.77,99.77,99.77,99.77,99.77,99.77,99.77,99.77,99.77,99.77,99.77,99.77,99.32,99.32,99.77,99.77,99.77,99.77,98.86,99.55,99.55,100,99.77,99.77,98.18,99.77
KPN_03226,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.74,100,100,100,100,100,100,100,100,100,100,100,99.77
KPN_04268,100,97.65,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,97.65,100,100,100,97.65,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,97.65,100,100,100,100,100,96.47,98.82
KPN_01014,99.68,99.68,99.35,99.35,99.35,99.35,99.35,99.35,99.35,99.35,99.35,99.35,99.35,99.35,99.35,99.35,99.35,99.35,99.35,99.35,99.35,99.68,99.35,99.35,99.35,99.68,99.35,99.35,99.35,99.68,100,99.68,99.68,99.35,99.68,99.68,99.35,99.35,99.35,98.05,99.68,99.35,99.35,99.35,99.35,99.35,99.35,99.35,99.68,99.35,99.35,99.35,99.35,99.35,99.35,99.35,99.35,99.35,99.35,99.35,99.35,99.35,99.35,99.35,99.35,99.35,99.35,99.35,99.35,99.68,99.35,99.35,99.35,99.35,98.05,99.68,99.68,100,100,99.68,98.05,99.68
KPN_03935,99.7,99.85,99.85,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.7,100,99.7,99.7,99.7,99.85,99.7,99.7,99.7,100,99.85,99.85,99.56,99.7,99.41,99.85,99.7,99.85,99.7,98.97,99.85,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.85,99.7,99.7,99.7,99.7,99.85,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.85,99.7,99.7,99.7,99.7,99.7,98.97,99.85,99.85,100,100,100,99.11,100
KPN_03665,100,99.78,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.78,100,100,100,100,100,100,100,99.78,99.78,100,100,100,100,99.78,100,99.78,100,99.78,99.78,100,100,100,100,100,100,100,99.78,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.78,100,100,100,100,100,99.78,100,100,100,100,99.78,99.55,99.78
KPN_00311,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.69,97.65,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.69,100,100,100,100,100,99.38,100
KPN_00645,98.69,98.43,98.95,98.95,98.95,98.95,98.95,98.95,98.95,98.95,98.95,98.95,98.95,98.95,98.95,98.95,98.95,98.95,98.95,98.95,98.95,98.95,98.95,98.95,98.95,98.69,98.95,98.95,98.95,98.69,98.69,98.69,98.95,98.95,98.95,98.69,98.95,99.21,98.95,95.08,98.69,98.95,98.95,98.95,98.95,98.95,98.95,98.95,99.21,98.95,98.95,98.95,98.95,98.69,98.95,98.95,98.95,98.95,98.95,98.95,98.95,98.95,98.95,98.95,98.95,98.95,98.95,98.95,99.21,99.21,98.95,98.95,98.95,98.95,95.34,99.21,99.21,100,99.74,98.69,97.11,98.43
KPN_04624,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.71,100,100,100,99.71,100,99.13,100,99.71,99.71,99.71,100,100,100,100,100,100,100,99.41,100,100,100,100,100,100,100,100,100,100,100,100,100,99.71,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.51,100,100,100,100,99.41,100,100,100,100,99.71,97.95,99.71
KPN_01089,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.68,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.68,100,100,100,100,100,100,100,100,100,100,99.05,100
